"","year","Infant mortality rate","Neonatal mortality rate","Under 5 mortality rate","Maternal Mortality rate","ISO"
"4519",2018,13.3,10.6,15.8,NA,"KNA"
"4520",2019,12.9,10.3,15.4,NA,"KNA"
"4521",2000,15.6,11.4,18.4,86,"LCA"
"4522",2001,15.6,11.6,18.3,86,"LCA"
"4523",2002,15.6,11.8,18.2,90,"LCA"
"4524",2003,15.7,12,18.3,92,"LCA"
"4525",2004,15.8,12.2,18.3,89,"LCA"
"4526",2005,16,12.3,18.4,83,"LCA"
"4527",2006,16.1,12.3,18.6,82,"LCA"
"4528",2007,16.4,12.4,18.8,87,"LCA"
"4529",2008,16.6,12.5,19,93,"LCA"
"4530",2009,16.9,12.6,19.3,100,"LCA"
"4531",2010,17.3,12.7,19.7,109,"LCA"
"4532",2011,17.7,12.8,20,116,"LCA"
"4533",2012,18.1,12.8,20.4,116,"LCA"
"4534",2013,18.5,12.7,20.9,108,"LCA"
"4535",2014,19,12.6,21.4,104,"LCA"
"4536",2015,19.5,12.4,21.9,115,"LCA"
"4537",2016,20,12.4,22.4,117,"LCA"
"4538",2017,20.6,12.4,23,117,"LCA"
"4539",2018,21.1,12.5,23.5,NA,"LCA"
"4540",2019,21.6,12.7,24,NA,"LCA"
"4541",2000,NA,NA,NA,NA,"MAF"
"4542",2001,NA,NA,NA,NA,"MAF"
"4543",2002,NA,NA,NA,NA,"MAF"
"4544",2003,NA,NA,NA,NA,"MAF"
"4545",2004,NA,NA,NA,NA,"MAF"
"4546",2005,NA,NA,NA,NA,"MAF"
"4547",2006,NA,NA,NA,NA,"MAF"
"4548",2007,NA,NA,NA,NA,"MAF"
"4549",2008,NA,NA,NA,NA,"MAF"
"4550",2009,NA,NA,NA,NA,"MAF"
"4551",2010,NA,NA,NA,NA,"MAF"
"4552",2011,NA,NA,NA,NA,"MAF"
"4553",2012,NA,NA,NA,NA,"MAF"
"4554",2013,NA,NA,NA,NA,"MAF"
"4555",2014,NA,NA,NA,NA,"MAF"
"4556",2015,NA,NA,NA,NA,"MAF"
"4557",2016,NA,NA,NA,NA,"MAF"
"4558",2017,NA,NA,NA,NA,"MAF"
"4559",2018,NA,NA,NA,NA,"MAF"
"4560",2019,NA,NA,NA,NA,"MAF"
"4561",2000,19.2,13.1,22.2,80,"VCT"
"4562",2001,19.1,13.1,22,75,"VCT"
"4563",2002,19.1,13.1,21.9,72,"VCT"
"4564",2003,19,13.1,21.7,69,"VCT"
"4565",2004,19,13,21.6,64,"VCT"
"4566",2005,18.9,12.9,21.5,59,"VCT"
"4567",2006,18.8,12.9,21.3,62,"VCT"
"4568",2007,18.7,12.9,21.1,67,"VCT"
"4569",2008,18.5,12.8,20.8,70,"VCT"
"4570",2009,18.2,12.7,20.4,67,"VCT"
"4571",2010,17.8,12.6,19.8,63,"VCT"
"4572",2011,17.3,12.3,19.2,64,"VCT"
"4573",2012,16.8,11.9,18.6,71,"VCT"
"4574",2013,16.2,11.5,18,73,"VCT"
"4575",2014,15.7,11,17.4,69,"VCT"
"4576",2015,15.2,10.6,16.7,64,"VCT"
"4577",2016,14.7,10.2,16.2,67,"VCT"
"4578",2017,14.3,9.8,15.6,68,"VCT"
"4579",2018,13.8,9.4,15.1,NA,"VCT"
"4580",2019,13.4,9.1,14.6,NA,"VCT"
"4581",2000,91.2,40.3,150.9,870,NA
"4582",2001,88.4,39.4,145.6,849,NA
"4583",2002,85.4,38.5,140.1,833,NA
"4584",2003,82.5,37.5,134.6,812,NA
"4585",2004,79.6,36.7,129.2,782,NA
"4586",2005,76.9,35.8,124,746,NA
"4587",2006,74.3,35,119.1,713,NA
"4588",2007,71.7,34.3,114.2,685,NA
"4589",2008,69.4,33.6,109.6,664,NA
"4590",2009,67.1,33,105.1,645,NA
"4591",2010,65.1,32.3,101,626,NA
"4592",2011,63.2,31.7,97.3,610,NA
"4593",2012,61.4,31.2,93.8,596,NA
"4594",2013,59.9,30.7,90.7,582,NA
"4595",2014,58.4,30.2,87.9,571,NA
"4596",2015,57.1,29.7,85.4,557,NA
"4597",2016,55.7,29.2,82.8,545,NA
"4598",2017,54.3,28.7,80.4,534,NA
"4599",2018,52.9,28.2,78,NA,NA
"4600",2019,51.6,27.6,75.6,NA,NA
"4601",2000,91.21257207,40.28131924,150.8123685,870,NA
"4602",2001,88.38051942,39.38358619,145.5467514,849,NA
"4603",2002,85.43537117,38.45687027,140.0256673,833,NA
"4604",2003,82.50804546,37.55705394,134.5306745,812,NA
"4605",2004,79.64104395,36.65983035,129.1489686,782,NA
"4606",2005,76.86700189,35.80693139,123.937727,746,NA
"4607",2006,74.26739814,35.0376412,119.0141398,713,NA
"4608",2007,71.73210169,34.29921591,114.1685622,685,NA
"4609",2008,69.36279893,33.62532918,109.5209935,664,NA
"4610",2009,67.15371787,32.96145815,105.0449501,645,NA
"4611",2010,65.11291867,32.33271569,100.9769322,626,NA
"4612",2011,63.20584255,31.74213784,97.24709189,610,NA
"4613",2012,61.4458073,31.18250365,93.79001169,596,NA
"4614",2013,59.86142553,30.66822416,90.64756092,582,NA
"4615",2014,58.40441058,30.14989476,87.87207684,571,NA
"4616",2015,57.04620712,29.66970224,85.34200407,557,NA
"4617",2016,55.6672845,29.17644008,82.7222902,545,NA
"4618",2017,54.27947606,28.68421896,80.32146941,534,NA
"4619",2018,52.91885958,28.14944262,77.91876462,NA,NA
"4620",2019,51.58368975,27.64007253,75.57807204,NA,NA
"4621",2000,91.21701055,40.28308437,150.8200264,870,NA
"4622",2001,88.38478302,39.38529449,145.554092,849,NA
"4623",2002,85.43946414,38.45852985,140.032689,833,NA
"4624",2003,82.51196345,37.55865847,134.5373698,812,NA
"4625",2004,79.64478414,36.66137734,129.1553335,782,NA
"4626",2005,76.87055644,35.80841767,123.9437492,746,NA
"4627",2006,74.27076114,35.03906678,119.0198132,713,NA
"4628",2007,71.73527275,34.30057795,114.1738817,685,NA
"4629",2008,69.36577835,33.62662899,109.52596,664,NA
"4630",2009,67.15651896,32.96269539,105.049574,645,NA
"4631",2010,65.11554712,32.33388743,100.9812397,627,NA
"4632",2011,63.20831213,31.74325349,97.25111284,610,NA
"4633",2012,61.44812952,31.18356342,93.79377066,596,NA
"4634",2013,59.863624,30.66923462,90.65109562,582,NA
"4635",2014,58.40649884,30.15086357,87.87541283,571,NA
"4636",2015,57.04819489,29.67062874,85.34516603,557,NA
"4637",2016,55.66917405,29.17732944,82.72528415,545,NA
"4638",2017,54.28127288,28.68507392,80.32430519,534,NA
"4639",2018,52.92056747,28.15026023,77.92144437,NA,NA
"4640",2019,51.58530732,27.64085654,75.58059527,NA,NA
"4641",2000,66.9,37.1,104.3,667,"SDN"
"4642",2001,65,36.4,100.9,645,"SDN"
"4643",2002,63,35.8,97.4,614,"SDN"
"4644",2003,61.2,35.2,94.2,598,"SDN"
"4645",2004,59.4,34.5,91,580,"SDN"
"4646",2005,57.8,33.9,88.1,529,"SDN"
"4647",2006,56.2,33.4,85.3,508,"SDN"
"4648",2007,54.7,33,82.7,479,"SDN"
"4649",2008,53.3,32.5,80.2,454,"SDN"
"4650",2009,52,32.2,77.9,433,"SDN"
"4651",2010,50.7,31.8,75.7,408,"SDN"
"4652",2011,49.6,31.4,73.7,390,"SDN"
"4653",2012,48.5,31,71.7,368,"SDN"
"4654",2013,47.4,30.5,69.8,349,"SDN"
"4655",2014,46.3,30,67.9,333,"SDN"
"4656",2015,45.2,29.5,65.9,320,"SDN"
"4657",2016,44.1,29,63.9,308,"SDN"
"4658",2017,43,28.5,62,295,"SDN"
"4659",2018,42,27.8,60.1,NA,"SDN"
"4660",2019,41,27.3,58.4,NA,"SDN"
"4661",2000,27.5,17.1,31.2,221,"SUR"
"4662",2001,26.6,17,30.1,218,"SUR"
"4663",2002,25.7,17,29.1,207,"SUR"
"4664",2003,24.9,17,28.2,189,"SUR"
"4665",2004,24.2,17,27.3,176,"SUR"
"4666",2005,23.5,16.8,26.5,164,"SUR"
"4667",2006,22.9,16.5,25.7,165,"SUR"
"4668",2007,22.2,16.1,25,167,"SUR"
"4669",2008,21.7,15.7,24.4,169,"SUR"
"4670",2009,21.1,15.2,23.7,159,"SUR"
"4671",2010,20.6,14.8,23.1,148,"SUR"
"4672",2011,20.1,14.3,22.5,139,"SUR"
"4673",2012,19.6,13.9,22,134,"SUR"
"4674",2013,19.1,13.4,21.4,129,"SUR"
"4675",2014,18.6,13.1,20.9,124,"SUR"
"4676",2015,18.2,12.7,20.3,122,"SUR"
"4677",2016,17.7,12.4,19.8,121,"SUR"
"4678",2017,17.2,12,19.3,120,"SUR"
"4679",2018,16.7,11.6,18.7,NA,"SUR"
"4680",2019,16.2,11.2,18.1,NA,"SUR"
"4681",2000,3.4,2.3,4.1,5,"SWE"
"4682",2001,3.4,2.3,4.1,5,"SWE"
"4683",2002,3.3,2.2,4,5,"SWE"
"4684",2003,3.2,2.1,3.9,5,"SWE"
"4685",2004,3.1,2,3.7,5,"SWE"
"4686",2005,3,1.9,3.6,5,"SWE"
"4687",2006,2.8,1.8,3.4,5,"SWE"
"4688",2007,2.7,1.8,3.3,5,"SWE"
"4689",2008,2.6,1.7,3.2,5,"SWE"
"4690",2009,2.6,1.7,3.1,5,"SWE"
"4691",2010,2.5,1.6,3.1,4,"SWE"
"4692",2011,2.5,1.6,3,5,"SWE"
"4693",2012,2.4,1.6,3,5,"SWE"
"4694",2013,2.4,1.6,2.9,5,"SWE"
"4695",2014,2.4,1.6,2.9,5,"SWE"
"4696",2015,2.3,1.6,2.9,4,"SWE"
"4697",2016,2.3,1.5,2.8,4,"SWE"
"4698",2017,2.3,1.5,2.8,4,"SWE"
"4699",2018,2.2,1.5,2.7,NA,"SWE"
"4700",2019,2.2,1.5,2.7,NA,"SWE"
"4701",2000,4.7,3.5,5.6,7,"CHE"
"4702",2001,4.6,3.5,5.5,7,"CHE"
"4703",2002,4.5,3.4,5.4,7,"CHE"
"4704",2003,4.5,3.4,5.3,7,"CHE"
"4705",2004,4.4,3.3,5.2,7,"CHE"
"4706",2005,4.3,3.3,5.1,7,"CHE"
"4707",2006,4.2,3.3,4.9,7,"CHE"
"4708",2007,4.1,3.2,4.8,6,"CHE"
"4709",2008,4,3.2,4.7,6,"CHE"
"4710",2009,4,3.2,4.6,6,"CHE"
"4711",2010,3.9,3.2,4.6,6,"CHE"
"4712",2011,3.9,3.1,4.5,6,"CHE"
"4713",2012,3.8,3.1,4.4,6,"CHE"
"4714",2013,3.8,3,4.4,6,"CHE"
"4715",2014,3.8,3,4.3,5,"CHE"
"4716",2015,3.7,3,4.3,5,"CHE"
"4717",2016,3.7,2.9,4.2,5,"CHE"
"4718",2017,3.6,2.9,4.2,5,"CHE"
"4719",2018,3.6,2.9,4.1,NA,"CHE"
"4720",2019,3.6,2.8,4,NA,"CHE"
"4721",2000,19.6,12.1,23,26,"SYR"
"4722",2001,18.9,11.8,22.1,26,"SYR"
"4723",2002,18.2,11.5,21.4,26,"SYR"
"4724",2003,17.7,11.2,20.7,25,"SYR"
"4725",2004,17.2,11,20.1,26,"SYR"
"4726",2005,16.8,10.7,19.7,25,"SYR"
"4727",2006,16.5,10.5,19.3,26,"SYR"
"4728",2007,16.3,10.4,19.1,26,"SYR"
"4729",2008,16.2,10.2,18.9,26,"SYR"
"4730",2009,16.1,10.1,18.8,26,"SYR"
"4731",2010,16.2,10.1,18.9,27,"SYR"
"4732",2011,16.7,10.1,20.1,28,"SYR"
"4733",2012,23.4,10.4,37,28,"SYR"
"4734",2013,26.8,10.6,45.3,29,"SYR"
"4735",2014,27.7,10.8,47,30,"SYR"
"4736",2015,25.6,10.8,41.6,30,"SYR"
"4737",2016,25,10.9,39.5,30,"SYR"
"4738",2017,18.8,10.8,23.5,31,"SYR"
"4739",2018,18.9,10.8,23.4,NA,"SYR"
"4740",2019,18.4,10.8,22.2,NA,"SYR"
"4741",2000,67.6,28.4,83.6,53,"TJK"
"4742",2001,62.9,27.2,77.2,52,"TJK"
"4743",2002,58.4,26,71,43,"TJK"
"4744",2003,54.2,24.8,65.2,35,"TJK"
"4745",2004,50.4,23.8,60.1,33,"TJK"
"4746",2005,47,23.1,55.6,32,"TJK"
"4747",2006,44.1,22.5,51.9,29,"TJK"
"4748",2007,41.7,22,48.8,27,"TJK"
"4749",2008,39.7,21.5,46.3,26,"TJK"
"4750",2009,38.1,20.8,44.3,26,"TJK"
"4751",2010,36.9,20.1,42.7,23,"TJK"
"4752",2011,35.8,19.2,41.4,22,"TJK"
"4753",2012,35,18.3,40.3,21,"TJK"
"4754",2013,34.2,17.5,39.4,20,"TJK"
"4755",2014,33.4,16.8,38.4,19,"TJK"
"4756",2015,32.6,16.3,37.5,18,"TJK"
"4757",2016,31.8,15.9,36.5,17,"TJK"
"4758",2017,30.9,15.4,35.3,17,"TJK"
"4759",2018,30.1,15,34.3,NA,"TJK"
"4760",2019,29.2,14.5,33.3,NA,"TJK"
"4761",2000,78.9,33.7,129.7,854,"TZA"
"4762",2001,74.4,32.5,121.9,819,"TZA"
"4763",2002,69.9,31.3,114,788,"TZA"
"4764",2003,65.6,30.2,106.5,763,"TZA"
"4765",2004,61.9,29.1,99.9,741,"TZA"
"4766",2005,58.5,28.1,93.9,721,"TZA"
"4767",2006,55.8,27.4,88.8,703,"TZA"
"4768",2007,52.9,26.6,83.8,685,"TZA"
"4769",2008,51,26,79.6,666,"TZA"
"4770",2009,48.7,25.4,75.4,656,"TZA"
"4771",2010,47.1,24.9,71.9,644,"TZA"
"4772",2011,45.5,24.3,68.4,628,"TZA"
"4773",2012,44,23.8,65.3,615,"TZA"
"4774",2013,43,23.3,62.7,593,"TZA"
"4775",2014,41.9,22.8,59.9,574,"TZA"
"4776",2015,40.9,22.3,58.1,556,"TZA"
"4777",2016,39.7,21.9,56,539,"TZA"
"4778",2017,38.2,21.5,54.1,524,"TZA"
"4779",2018,36.8,21,52.1,NA,"TZA"
"4780",2019,35.8,20.6,50.5,NA,"TZA"
"4781",2000,18.7,12.4,22,43,"THA"
"4782",2001,17.8,11.8,20.9,43,"THA"
"4783",2002,17,11.2,19.9,44,"THA"
"4784",2003,16.2,10.7,18.9,44,"THA"
"4785",2004,15.5,10.2,18,46,"THA"
"4786",2005,14.8,9.7,17.2,43,"THA"
"4787",2006,14.1,9.2,16.4,42,"THA"
"4788",2007,13.4,8.8,15.6,42,"THA"
"4789",2008,12.8,8.4,14.9,43,"THA"
"4790",2009,12.2,8,14.2,43,"THA"
"4791",2010,11.7,7.7,13.6,42,"THA"
"4792",2011,11.2,7.3,13,41,"THA"
"4793",2012,10.6,7,12.4,39,"THA"
"4794",2013,10.2,6.7,11.8,39,"THA"
"4795",2014,9.7,6.4,11.3,38,"THA"
"4796",2015,9.3,6.1,10.8,38,"THA"
"4797",2016,8.9,5.9,10.3,37,"THA"
"4798",2017,8.5,5.6,9.9,37,"THA"
"4799",2018,8.1,5.4,9.4,NA,"THA"
"4800",2019,7.7,5.1,9,NA,"THA"
"4801",2000,84.5,37.8,107.7,745,"TLS"
"4802",2001,80.6,36,102.1,720,"TLS"
"4803",2002,76.8,34.2,96.5,668,"TLS"
"4804",2003,73,32.6,91.2,603,"TLS"
"4805",2004,69.3,31,86,507,"TLS"
"4806",2005,65.7,29.5,80.9,415,"TLS"
"4807",2006,62.1,28.3,76.1,348,"TLS"
"4808",2007,58.8,27.2,71.6,300,"TLS"
"4809",2008,56,26.2,67.7,269,"TLS"
"4810",2009,53.6,25.4,64.4,242,"TLS"
"4811",2010,51.4,24.7,61.5,219,"TLS"
"4812",2011,49.4,24.1,58.8,198,"TLS"
"4813",2012,47.5,23.5,56.3,185,"TLS"
"4814",2013,45.9,22.9,54.2,176,"TLS"
"4815",2014,44.3,22.4,52.1,168,"TLS"
"4816",2015,42.8,21.9,50.2,160,"TLS"
"4817",2016,41.4,21.4,48.4,152,"TLS"
"4818",2017,40.1,20.9,46.8,142,"TLS"
"4819",2018,38.8,20.4,45.1,NA,"TLS"
"4820",2019,37.7,19.9,43.7,NA,"TLS"
"4821",2000,75.7,36.7,119.9,489,"TGO"
"4822",2001,73.7,35.8,116.4,489,"TGO"
"4823",2002,71.8,35,112.9,489,"TGO"
"4824",2003,69.9,34.3,109.5,489,"TGO"
"4825",2004,68,33.6,106.3,488,"TGO"
"4826",2005,66.3,32.9,103.1,492,"TGO"
"4827",2006,64.6,32.2,100.1,482,"TGO"
"4828",2007,62.9,31.5,97.3,480,"TGO"
"4829",2008,61.4,30.8,94.4,473,"TGO"
"4830",2009,59.8,30.1,91.7,458,"TGO"
"4831",2010,58.3,29.5,89,440,"TGO"
"4832",2011,56.7,28.9,86.2,422,"TGO"
"4833",2012,55.2,28.4,83.5,410,"TGO"
"4834",2013,53.7,27.8,80.9,404,"TGO"
"4835",2014,52.2,27.4,78.3,401,"TGO"
"4836",2015,50.8,26.9,75.9,398,"TGO"
"4837",2016,49.4,26.4,73.4,395,"TGO"
"4838",2017,48.1,25.9,71.1,396,"TGO"
"4839",2018,46.8,25.4,68.8,NA,"TGO"
"4840",2019,45.5,25,66.5,NA,"TGO"
"4841",2000,14.5,7.1,16.9,77,"TON"
"4842",2001,14.2,7,16.5,73,"TON"
"4843",2002,13.8,6.8,16,71,"TON"
"4844",2003,13.4,6.6,15.6,69,"TON"
"4845",2004,13,6.4,15.1,67,"TON"
"4846",2005,12.7,6.2,14.7,66,"TON"
"4847",2006,12.3,6,14.3,64,"TON"
"4848",2007,12,5.8,14,62,"TON"
"4849",2008,11.8,5.7,13.7,60,"TON"
"4850",2009,11.5,5.6,13.4,61,"TON"
"4851",2010,11.3,5.5,13.2,57,"TON"
"4852",2011,11.1,5.4,12.9,56,"TON"
"4853",2012,11,5.4,12.8,56,"TON"
"4854",2013,10.9,5.4,12.6,56,"TON"
"4855",2014,10.8,5.4,12.5,55,"TON"
"4856",2015,10.7,5.3,12.4,54,"TON"
"4857",2016,10.6,5.3,12.3,53,"TON"
"4858",2017,10.4,5.3,12.1,52,"TON"
"4859",2018,10.3,5.2,11.9,NA,"TON"
"4860",2019,10,5.1,11.7,NA,"TON"
"4861",2000,24.7,18,27.9,81,"TTO"
"4862",2001,24.5,17.8,27.7,78,"TTO"
"4863",2002,24.3,17.6,27.4,74,"TTO"
"4864",2003,23.9,17.4,27,75,"TTO"
"4865",2004,23.5,17,26.4,76,"TTO"
"4866",2005,23,16.6,25.9,76,"TTO"
"4867",2006,22.4,16.2,25.2,73,"TTO"
"4868",2007,21.7,15.7,24.4,65,"TTO"
"4869",2008,21.2,15.3,23.8,72,"TTO"
"4870",2009,20.7,14.9,23.2,74,"TTO"
"4871",2010,20.1,14.4,22.5,71,"TTO"
"4872",2011,19.5,14,21.8,72,"TTO"
"4873",2012,18.9,13.6,21.2,71,"TTO"
"4874",2013,18.4,13.2,20.6,70,"TTO"
"4875",2014,17.8,12.8,19.9,69,"TTO"
"4876",2015,17.3,12.4,19.3,68,"TTO"
"4877",2016,16.8,12,18.8,68,"TTO"
"4878",2017,16.3,11.7,18.3,67,"TTO"
"4879",2018,15.8,11.3,17.7,NA,"TTO"
"4880",2019,15.4,11,17.2,NA,"TTO"
"4881",2000,25,18.3,29.9,66,"TUN"
"4882",2001,23.4,17.2,27.9,63,"TUN"
"4883",2002,22,16.3,26.1,60,"TUN"
"4884",2003,20.8,15.5,24.6,57,"TUN"
"4885",2004,19.7,14.7,23.2,54,"TUN"
"4886",2005,18.8,14.1,22,51,"TUN"
"4887",2006,17.9,13.6,21,49,"TUN"
"4888",2007,17.2,13.2,20.2,47,"TUN"
"4889",2008,16.6,12.8,19.4,47,"TUN"
"4890",2009,16.2,12.5,18.9,46,"TUN"
"4891",2010,15.8,12.3,18.4,46,"TUN"
"4892",2011,15.5,12.2,18,46,"TUN"
"4893",2012,15.2,12.1,17.7,46,"TUN"
"4894",2013,15,12.1,17.5,46,"TUN"
"4895",2014,14.9,12,17.3,46,"TUN"
"4896",2015,14.8,12.1,17.2,46,"TUN"
"4897",2016,14.7,12.1,17.1,45,"TUN"
"4898",2017,14.7,12.1,17.1,43,"TUN"
"4899",2018,14.6,12.1,17,NA,"TUN"
"4900",2019,14.5,12,16.9,NA,"TUN"
"4901",2000,30.9,18.2,37.9,42,"TUR"
"4902",2001,29,17.1,35.3,41,"TUR"
"4903",2002,27.1,15.9,32.7,39,"TUR"
"4904",2003,25.3,14.9,30.4,38,"TUR"
"4905",2004,23.6,14,28.2,35,"TUR"
"4906",2005,22,13,26.2,33,"TUR"
"4907",2006,20.5,12.1,24.3,30,"TUR"
"4908",2007,19.2,11.3,22.5,28,"TUR"
"4909",2008,17.9,10.4,20.9,27,"TUR"
"4910",2009,16.6,9.7,19.5,25,"TUR"
"4911",2010,15.5,9,18.1,24,"TUR"
"4912",2011,14.5,8.3,16.9,23,"TUR"
"4913",2012,13.6,7.7,15.8,22,"TUR"
"4914",2013,12.7,7.2,14.7,20,"TUR"
"4915",2014,11.9,6.7,13.8,19,"TUR"
"4916",2015,11.1,6.3,13,19,"TUR"
"4917",2016,10.5,6,12.1,18,"TUR"
"4918",2017,9.8,5.8,11.4,17,"TUR"
"4919",2018,9.2,5.5,10.7,NA,"TUR"
"4920",2019,8.6,5.3,10.1,NA,"TUR"
"4921",2000,57.5,29.6,69.7,29,"TKM"
"4922",2001,54.7,29,66,27,"TKM"
"4923",2002,51.9,28.3,62.2,25,"TKM"
"4924",2003,49.2,27.5,58.6,21,"TKM"
"4925",2004,46.7,26.7,55.2,20,"TKM"
"4926",2005,44.4,25.8,52.3,18,"TKM"
"4927",2006,42.3,25,49.6,18,"TKM"
"4928",2007,40.6,24.2,47.4,15,"TKM"
"4929",2008,39.1,23.7,45.5,13,"TKM"
"4930",2009,38,23.3,44.1,12,"TKM"
"4931",2010,37.2,23,43.1,10,"TKM"
"4932",2011,36.7,22.9,42.5,10,"TKM"
"4933",2012,36.3,22.8,42,9,"TKM"
"4934",2013,36.3,22.8,41.9,9,"TKM"
"4935",2014,36.3,23,42,8,"TKM"
"4936",2015,36.4,23.3,42.2,8,"TKM"
"4937",2016,36.7,23.5,42.5,8,"TKM"
"4938",2017,37,23.8,42.9,7,"TKM"
"4939",2018,37,23.9,42.8,NA,"TKM"
"4940",2019,36.6,23.8,42.4,NA,"TKM"
"4941",2000,NA,NA,NA,NA,"TCA"
"4942",2001,NA,NA,NA,NA,"TCA"
"4943",2002,NA,NA,NA,NA,"TCA"
"4944",2003,NA,NA,NA,NA,"TCA"
"4945",2004,NA,NA,NA,NA,"TCA"
"4946",2005,NA,NA,NA,NA,"TCA"
"4947",2006,NA,NA,NA,NA,"TCA"
"4948",2007,NA,NA,NA,NA,"TCA"
"4949",2008,NA,NA,NA,NA,"TCA"
"4950",2009,NA,NA,NA,NA,"TCA"
"4951",2010,NA,NA,NA,NA,"TCA"
"4952",2011,NA,NA,NA,NA,"TCA"
"4953",2012,NA,NA,NA,NA,"TCA"
"4954",2013,NA,NA,NA,NA,"TCA"
"4955",2014,NA,NA,NA,NA,"TCA"
"4956",2015,NA,NA,NA,NA,"TCA"
"4957",2016,NA,NA,NA,NA,"TCA"
"4958",2017,NA,NA,NA,NA,"TCA"
"4959",2018,NA,NA,NA,NA,"TCA"
"4960",2019,NA,NA,NA,NA,"TCA"
"4961",2000,33.9,24.3,42.1,NA,"TUV"
"4962",2001,33.3,24.1,41.2,NA,"TUV"
"4963",2002,32.7,23.8,40.3,NA,"TUV"
"4964",2003,32.1,23.5,39.5,NA,"TUV"
"4965",2004,31.5,23,38.7,NA,"TUV"
"4966",2005,30.8,22.3,37.7,NA,"TUV"
"4967",2006,30,21.4,36.6,NA,"TUV"
"4968",2007,29,20.2,35.3,NA,"TUV"
"4969",2008,28,18.8,34,NA,"TUV"
"4970",2009,27,17.5,32.6,NA,"TUV"
"4971",2010,26,16.4,31.3,NA,"TUV"
"4972",2011,25.1,15.3,30.1,NA,"TUV"
"4973",2012,24.2,14.4,29,NA,"TUV"
"4974",2013,23.4,13.6,27.9,NA,"TUV"
"4975",2014,22.6,13,26.9,NA,"TUV"
"4976",2015,21.9,12.3,26,NA,"TUV"
"4977",2016,21.2,11.8,25.1,NA,"TUV"
"4978",2017,20.6,11.3,24.3,NA,"TUV"
"4979",2018,20,10.8,23.5,NA,"TUV"
"4980",2019,19.3,10.4,22.7,NA,"TUV"
"4981",2000,87.1,32.3,146.1,578,"UGA"
"4982",2001,83.4,31.4,139.3,550,"UGA"
"4983",2002,79.2,30.5,131.6,537,"UGA"
"4984",2003,74.7,29.5,123.5,520,"UGA"
"4985",2004,70,28.7,115.1,512,"UGA"
"4986",2005,65.6,27.9,107.1,491,"UGA"
"4987",2006,61.6,27.3,99.6,473,"UGA"
"4988",2007,57.9,26.7,92.8,465,"UGA"
"4989",2008,54.5,26.1,86.8,455,"UGA"
"4990",2009,52.1,25.5,81.5,442,"UGA"
"4991",2010,49.5,25,76.3,430,"UGA"
"4992",2011,47,24.5,71.6,419,"UGA"
"4993",2012,44.3,24,66.7,412,"UGA"
"4994",2013,42.4,23.4,62.3,401,"UGA"
"4995",2014,40.6,22.7,58.8,394,"UGA"
"4996",2015,38.9,22.1,55.7,387,"UGA"
"4997",2016,37.3,21.5,52.4,381,"UGA"
"4998",2017,35.7,20.8,49.9,375,"UGA"
"4999",2018,34.1,20.3,47.4,NA,"UGA"
"5000",2019,33,19.8,45.3,NA,"UGA"
"5001",2000,15.7,11,18.3,35,"UKR"
"5002",2001,15,10.5,17.4,33,"UKR"
"5003",2002,14.3,9.9,16.6,33,"UKR"
"5004",2003,13.6,9.4,15.8,32,"UKR"
"5005",2004,13,9,15.1,33,"UKR"
"5006",2005,12.5,8.6,14.5,33,"UKR"
"5007",2006,12,8.3,14,31,"UKR"
"5008",2007,11.5,8,13.4,33,"UKR"
"5009",2008,11.1,7.6,12.9,33,"UKR"
"5010",2009,10.6,7.3,12.3,27,"UKR"
"5011",2010,10.1,7,11.7,25,"UKR"
"5012",2011,9.6,6.6,11.2,23,"UKR"
"5013",2012,9.2,6.3,10.7,24,"UKR"
"5014",2013,8.8,6,10.2,23,"UKR"
"5015",2014,8.4,5.8,9.8,24,"UKR"
"5016",2015,8.1,5.6,9.5,21,"UKR"
"5017",2016,7.9,5.4,9.2,20,"UKR"
"5018",2017,7.6,5.3,8.9,19,"UKR"
"5019",2018,7.4,5.1,8.6,NA,"UKR"
"5020",2019,7.2,5,8.4,NA,"UKR"
"5021",2000,9.6,5.9,11.1,6,"ARE"
"5022",2001,9.3,5.7,10.9,6,"ARE"
"5023",2002,9.1,5.6,10.6,5,"ARE"
"5024",2003,8.9,5.5,10.3,5,"ARE"
"5025",2004,8.6,5.3,10.1,5,"ARE"
"5026",2005,8.4,5.2,9.8,5,"ARE"
"5027",2006,8.2,5.1,9.6,4,"ARE"
"5028",2007,8.1,5,9.4,4,"ARE"
"5029",2008,7.9,4.9,9.2,4,"ARE"
"5030",2009,7.6,4.8,8.9,4,"ARE"
"5031",2010,7.4,4.6,8.7,4,"ARE"
"5032",2011,7.2,4.5,8.4,4,"ARE"
"5033",2012,7,4.4,8.2,4,"ARE"
"5034",2013,6.8,4.3,8,3,"ARE"
"5035",2014,6.7,4.2,7.8,3,"ARE"
"5036",2015,6.5,4.1,7.6,3,"ARE"
"5037",2016,6.3,4,7.4,3,"ARE"
"5038",2017,6.2,3.9,7.2,3,"ARE"
"5039",2018,6,3.8,7,NA,"ARE"
"5040",2019,5.8,3.7,6.8,NA,"ARE"
"5041",2000,5.6,3.8,6.5,10,"GBR"
"5042",2001,5.5,3.7,6.4,11,"GBR"
"5043",2002,5.4,3.6,6.3,11,"GBR"
"5044",2003,5.3,3.6,6.2,11,"GBR"
"5045",2004,5.2,3.5,6.1,11,"GBR"
"5046",2005,5.1,3.5,6,11,"GBR"
